ID,诗名,朝代,花名,sxhy_imagery_count,sxhy_imagery_headings,sxhy_raw_words,sxhy_imagery_freq,sxhy_catalog_paths
289,浣溪沙,清,杏花,10,冬日书怀|帘|早春|春郊|楼|橙子|立春|迁居|野望|餐笠,三年|东风|凝眸|初阳|和烟|和露|帘|楼|篱落|花枝,春郊:1|早春:1|餐笠:1|橙子:1|冬日书怀:1|立春:1|迁居:1|野望:1|楼:1|帘:1,卷一/时令类/冬日书怀|卷三/器用类上/帘|卷一/时令类/早春|卷一/地舆类/春郊|卷二/宫室类/楼|卷四/百果类/橙子|卷一/节序类/立春|卷二/宫室类/迁居|卷三/游眺类/野望|?/餐笠
290,酒泉子,唐,杏花,8,假山|喜雪|悲秋|早春|杏花|残蝶|江湖|鸽,东风|假山|多情|归来|把酒|杏花|白发|黄昏,杏花:1|鸽:1|假山:1|悲秋:1|残蝶:1|江湖:1|喜雪:1|早春:1,卷一/地舆类/假山|卷一/天文类/喜雪|卷一/时令类/悲秋|卷一/时令类/早春|卷四/百花类/杏花|卷四/昆虫类/残蝶|?/江湖|卷四/飞禽类/鸽
291,画堂春,明,杏花,13,十四夜月|月|桃花|桥|梅雨|江湖|池|玉|莲花|雨|鞭|飘|香,一番|不胜娇|今宵|寂寞|桥|水平|池|淡红|玉|花梢|雨|飘|香,江湖:1|梅雨:1|鞭:1|莲花:1|月:1|桃花:1|十四夜月:1|池:1|桥:1|雨:1|香:1|玉:1|飘:1,卷一/天文类/十四夜月|卷一/天文类/月|卷四/百花类/桃花|卷一/地舆类/桥|卷一/天文类/梅雨|?/江湖|卷一/地舆类/池|卷三/珍宝类/玉|卷四/百花类/莲花|卷一/天文类/雨|卷三/器用类上/鞭|?/飘|卷三/器用类下/香
292,忆秦娥,宋,杏花,10,早春|春|书简|亡|候|月|杏花|榴花|水|珠,春|东风|古道|天寒|寂寞|杏花|满地|珠|胭脂|零落|黄金,早春:3|春:3|月:1|候:1|榴花:1|水:1|杏花:1|亡:1|书简:1|珠:1,卷一/时令类/早春|卷一/时令类/春|卷二/文学类/书简|?/亡|?/候|卷一/天文类/月|卷四/百花类/杏花|卷四/百花类/榴花|卷一/地舆类/水|卷三/珍宝类/珠
293,忆汉月,宋,杏花,12,池|夜雨|宫阙|寒食|春风|画花|茶|莺|落花|蛩|香|黄葵,池|一枝|不能|凋零|凝露|千片|夜雨|春风|深院|红杏|莺|香,池:2|寒食:1|画花:1|黄葵:1|春风:1|蛩:1|夜雨:1|茶:1|宫阙:1|落花:1|香:1|莺:1,卷一/地舆类/池|卷一/天文类/夜雨|卷二/宫室类/宫阙|卷一/节序类/寒食|卷一/天文类/春风|卷三/书画类/画花|卷三/饮食类/茶|卷四/飞禽类/莺|卷四/百花类/落花|卷四/昆虫类/蛩|卷三/器用类下/香|卷四/百花类/黄葵
1016,干秋岁,宋,杏花,20,夜宴|香|云峰|寻访|帐|日|星|春寒|春阴|月|月中桂花|木笔花|杏花|燕|玉|画鹰|罗|花|风|鸾,如画|寂寞|帐|微雨|星|春去|春寒|晖晖|朱槛|杏花|浓艳|独立|玉|繁枝|罗|翠幕|花|醉里|重帘|风|香|鸾,夜宴:2|香:2|杏花:1|画鹰:1|春寒:1|春阴:1|日:1|月中桂花:1|木笔花:1|寻访:1|月:1|燕:1|云峰:1|风:1|星:1|罗:1|帐:1|鸾:1|玉:1|花:1,卷二/人事类/夜宴|卷三/器用类下/香|卷一/天文类/云峰|卷三/游眺类/寻访|卷三/服饰类/帐|卷一/天文类/日|卷一/天文类/星|卷一/时令类/春寒|卷一/时令类/春阴|卷一/天文类/月|卷四/百花类/月中桂花|卷四/百花类/木笔花|卷四/百花类/杏花|卷四/飞禽类/燕|卷三/珍宝类/玉|卷三/书画类/画鹰|?/罗|卷四/百花类/花|卷一/天文类/风|?/鸾
294,水龙吟,宋,杏花,25,春|亡|双头牡丹|城|寻访|山城|帘|悼亡|早春|春日书怀|春阴|月|月桂|梅花|池|燕|玉|画花|茶|虹|诏令|院|除夜|雨|香,一枝|千片|千里|名园|山城|帘|日迟|明年|春|春阴|池|浅深|清香|燕|玉|相倚|碎红|穿柳|竹外|肠断|院|雨|零落|风暖|香|马前,春:2|亡:1|城:1|双头牡丹:1|画花:1|梅花:1|寻访:1|月:1|悼亡:1|山城:1|月桂:1|春日书怀:1|春阴:1|诏令:1|虹:1|早春:1|茶:1|除夜:1|燕:1|池:1|香:1|玉:1|院:1|帘:1|雨:1,卷一/时令类/春|?/亡|卷四/百花类/双头牡丹|卷二/宫室类/城|卷三/游眺类/寻访|卷二/宫室类/山城|卷三/器用类上/帘|卷二/人伦类/悼亡|卷一/时令类/早春|?/春日书怀|卷一/时令类/春阴|卷一/天文类/月|卷一/天文类/月桂|卷四/百花类/梅花|卷一/地舆类/池|卷四/飞禽类/燕|卷三/珍宝类/玉|卷三/书画类/画花|卷三/饮食类/茶|卷一/天文类/虹|卷二/君道类/诏令|?/院|卷一/节序类/除夜|卷一/天文类/雨|卷三/器用类下/香
295,燕山亭,宋,杏花,19,梦|几|地|天|怀归|故宫|旅舍|春暮|月夜访友|梨花|楼子芍药|榴花|水|燕|珠|秋望|秋风|落花|香,梦|何处|凄凉|凋零|几|千山|地|天|故宫|春暮|水|燕|珠|离恨|胭脂|重重|院落|风雨愁|香,梦:2|榴花:1|落花:1|旅舍:1|梨花:1|秋风:1|春暮:1|怀归:1|楼子芍药:1|秋望:1|故宫:1|月夜访友:1|香:1|珠:1|几:1|燕:1|天:1|地:1|水:1,卷二/人事类/梦|卷三/器用类上/几|卷一/地舆类/地|卷一/天文类/天|卷二/人事类/怀归|卷二/宫室类/故宫|卷二/宫室类/旅舍|卷一/时令类/春暮|卷二/师友类/月夜访友|卷四/百花类/梨花|卷四/百花类/楼子芍药|卷四/百花类/榴花|卷一/地舆类/水|卷四/飞禽类/燕|卷三/珍宝类/珠|卷三/游眺类/秋望|卷一/天文类/秋风|卷四/百花类/落花|卷三/器用类下/香
296,念奴娇,宋,杏花,20,人品类|雨|云|亡|冬雨|寒食|志气|感|探春|春|春暮|月夜访友|杏花|榴花|残蝶|江湖|流水|浮山|药园|送春,雨|云|何处|依旧|千般|南陌|多情|寸肠|恨别|春|杏花|残红|流水|燕语|目断|绿杨|胭脂|脉脉|金鞍|零落|飘香,人品类:2|雨:2|杏花:1|送春:1|亡:1|榴花:1|流水:1|江湖:1|冬雨:1|感:1|志气:1|月夜访友:1|寒食:1|浮山:1|探春:1|残蝶:1|春暮:1|药园:1|春:1|云:1,?/人品类|卷一/天文类/雨|卷一/天文类/云|?/亡|卷一/天文类/冬雨|卷一/节序类/寒食|卷二/志气类/志气|?/感|卷一/时令类/探春|卷一/时令类/春|卷一/时令类/春暮|卷二/师友类/月夜访友|卷四/百花类/杏花|卷四/百花类/榴花|卷四/昆虫类/残蝶|?/江湖|卷一/地舆类/流水|?/浮山|卷一/地舆类/药园|卷一/时令类/送春
297,金缕曲,清,杏花,28,不见|亭|冬夜|客亭|寒食|山|日|早梅|春|春日书怀|春晴|春郊|春风|残灯|游春|秋|秋日牡丹|花|草|蜂|蝶|边塞|迁居|远山|雁|雾|鞭|骤雨,不见|东君|亭|人语|几点|垂杨|嫩蕊|山|日|春草|春风|江村|沽酒|玉门关|画角|秋香|红雨|艳冶|花开|草|蜂|蝶|雁|雾|青旗|鞭|马头|黑云,春晴:1|骤雨:1|秋:1|寒食:1|春:1|残灯:1|春郊:1|远山:1|春日书怀:1|客亭:1|春风:1|边塞:1|早梅:1|秋日牡丹:1|花:1|不见:1|迁居:1|游春:1|冬夜:1|山:1|雁:1|雾:1|草:1|蝶:1|蜂:1|鞭:1|日:1|亭:1,?/不见|卷二/宫室类/亭|卷一/时令类/冬夜|卷二/宫室类/客亭|卷一/节序类/寒食|卷一/地舆类/山|卷一/天文类/日|卷四/百花类/早梅|卷一/时令类/春|?/春日书怀|卷一/天文类/春晴|卷一/地舆类/春郊|卷一/天文类/春风|卷三/器用类下/残灯|卷一/时令类/游春|卷一/时令类/秋|?/秋日牡丹|卷四/百花类/花|卷三/百草类/草|卷四/昆虫类/蜂|卷四/昆虫类/蝶|卷一/地舆类/边塞|卷二/宫室类/迁居|?/远山|?/雁|卷一/天文类/雾|卷三/器用类上/鞭|卷一/天文类/骤雨
298,沁园春,清,杏花,23,春|探春|云|几|寻访|帐|早春|旱|春日书怀|春色|杏花|梦|水|泉|珍珠花|篇章|翡翠|蜂|蝶|踏青|郊行|酒旗|锦,春|东风|云|几|前村|南陌|屐齿|帐|日烘|杏花|枝头|梦|水|泉|深巷|漾琉璃|翡翠|花间|草芽|蜂|蝶|载酒|过花|锦|韶华,春:3|探春:2|寻访:1|翡翠:1|春色:1|郊行:1|杏花:1|篇章:1|酒旗:1|旱:1|春日书怀:1|珍珠花:1|踏青:1|早春:1|梦:1|水:1|泉:1|云:1|蝶:1|蜂:1|帐:1|锦:1|几:1,卷一/时令类/春|卷一/时令类/探春|卷一/天文类/云|卷三/器用类上/几|卷三/游眺类/寻访|卷三/服饰类/帐|卷一/时令类/早春|卷一/天文类/旱|?/春日书怀|卷一/时令类/春色|卷四/百花类/杏花|卷二/人事类/梦|卷一/地舆类/水|卷一/地舆类/泉|卷四/百花类/珍珠花|?/篇章|卷四/飞禽类/翡翠|卷四/昆虫类/蜂|卷四/昆虫类/蝶|卷三/游眺类/踏青|卷三/游眺类/郊行|卷三/器用类上/酒旗|卷三/珍宝类/锦
299,李花赠张十一署,唐,李花,19,花|不见|城|天|官|感|日|月|椿|江|海|渡口|火|烛|燕|西瓜|酒楼|霞|风,花|一樽|不见|城|夜明|天|官|感|日|月|江|波涛|海|烛|燕|白花|雨练|霞|风,花:3|不见:1|椿:1|渡口:1|西瓜:1|火:1|酒楼:1|江:1|城:1|月:1|风:1|烛:1|天:1|海:1|燕:1|感:1|官:1|霞:1|日:1,卷四/百花类/花|?/不见|卷二/宫室类/城|卷一/天文类/天|?/官|?/感|卷一/天文类/日|卷一/天文类/月|卷四/树木类/椿|卷一/地舆类/江|卷一/地舆类/海|卷一/地舆类/渡口|卷三/器用类上/火|卷三/器用类下/烛|卷四/飞禽类/燕|卷四/百果类/西瓜|卷二/宫室类/酒楼|卷一/天文类/霞|卷一/天文类/风
300,李花二首(其二),唐,李花,13,云|园|地|夏夜|春|村居|桃花|潮|玉|罗|花阴|远水|香,云|交加|园|地|天地|明月|春|洛阳|玉|罗|花日|连天|香,潮:1|桃花:1|远水:1|村居:1|夏夜:1|花阴:1|春:1|园:1|地:1|云:1|玉:1|香:1|罗:1,卷一/天文类/云|卷一/地舆类/园|卷一/地舆类/地|卷一/时令类/夏夜|卷一/时令类/春|卷二/宫室类/村居|卷四/百花类/桃花|卷一/地舆类/潮|卷三/珍宝类/玉|?/罗|卷四/百花类/花阴|?/远水|卷三/器用类下/香
301,丙戌上元后和昌英叔李花,宋,李花,11,山|春|冬|客中雨|日|月|李花|画水|雨|风|香,山|春|日|月|李花|泥深|苍茫|雨|雪压|风|香,春:2|山:2|冬:1|李花:1|画水:1|客中雨:1|香:1|月:1|雨:1|风:1|日:1,卷一/地舆类/山|卷一/时令类/春|卷一/时令类/冬|卷一/天文类/客中雨|卷一/天文类/日|卷一/天文类/月|卷四/百花类/李花|卷三/书画类/画水|卷一/天文类/雨|卷一/天文类/风|卷三/器用类下/香
302,李 花,明,李花,14,倦绣|城|方丈|春|春色|春郊|月|松风|江城|画花|秋暮|苔|草|醉客,城|徘徊|春|月|月色|柔香|江城|江村|玲珑|看来|花光|苔|轻薄|风雨寒,画花:1|春色:1|秋暮:1|倦绣:1|春郊:1|松风:1|方丈:1|醉客:1|江城:1|草:1|春:1|月:1|城:1|苔:1,卷二/丽人类/倦绣|卷二/宫室类/城|卷二/宫室类/方丈|卷一/时令类/春|卷一/时令类/春色|卷一/地舆类/春郊|卷一/天文类/月|卷一/天文类/松风|卷二/宫室类/江城|卷三/书画类/画花|卷一/时令类/秋暮|卷三/百草类/苔|卷三/百草类/草|卷二/人品类/醉客
303,李花二首,宋,李花,11,李花|山|早春|春|暮冬|柳|桃花|火|石竹花|笛|风,李花|东风|千树|山|断肠|春|江梅|火|疏影|细雨中|风,李花:2|石竹花:1|笛:1|柳:1|早春:1|暮冬:1|桃花:1|山:1|火:1|春:1|风:1,卷四/百花类/李花|卷一/地舆类/山|卷一/时令类/早春|卷一/时令类/春|卷一/时令类/暮冬|卷四/树木类/柳|卷四/百花类/桃花|卷三/器用类上/火|卷四/百花类/石竹花|卷三/音乐类/笛|卷一/天文类/风
304,遣 兴,唐,梨花,7,梨|梨花|冬|几|天|月|秋风,梨|梨花|严霜|几|月|秋风|高高,梨花:2|梨:2|冬:1|天:1|秋风:1|月:1|几:1,卷四/百果类/梨|卷四/百花类/梨花|卷一/时令类/冬|卷三/器用类上/几|卷一/天文类/天|卷一/天文类/月|卷一/天文类/秋风
305,梨 花,金,梨花,13,风|天|春|春暮|月|梨花|水仙花|玉|瑞香花|秋晴|竹径|芙蓉|花,风|天|孤芳|寂寞|无尘|春|春暮|梨花|玉|相映|素月|雪香|静女,风:2|梨花:1|芙蓉:1|月:1|春暮:1|秋晴:1|花:1|竹径:1|水仙花:1|瑞香花:1|春:1|天:1|玉:1,卷一/天文类/风|卷一/天文类/天|卷一/时令类/春|卷一/时令类/春暮|卷一/天文类/月|卷四/百花类/梨花|卷四/百花类/水仙花|卷三/珍宝类/玉|卷四/百花类/瑞香花|卷一/天文类/秋晴|?/竹径|?/芙蓉|卷四/百花类/花
306,梨 花,唐,梨花,11,园|寒食|尊|春郊|月|梨花|画花|蜂|踏青|酒|雨,一枝|园|寒食|尊|怅望|数树出江村|芳菲|蜂|酒|野路|雨,寒食:1|踏青:1|画花:1|春郊:1|梨花:1|月:1|园:1|雨:1|蜂:1|酒:1|尊:1,卷一/地舆类/园|卷一/节序类/寒食|?/尊|卷一/地舆类/春郊|卷一/天文类/月|卷四/百花类/梨花|卷三/书画类/画花|卷四/昆虫类/蜂|卷三/游眺类/踏青|卷三/饮食类/酒|卷一/天文类/雨
307,梨 花,金,梨花,7,喜雪|宫阙|春日书怀|莲子|落梅|酒楼|雨,好梦|嫩苞|深院|酒楼|雨|香犹在|黄叶,莲子:1|喜雪:1|春日书怀:1|宫阙:1|落梅:1|酒楼:1|雨:1,卷一/天文类/喜雪|卷二/宫室类/宫阙|?/春日书怀|卷四/百果类/莲子|卷四/百花类/落梅|卷二/宫室类/酒楼|卷一/天文类/雨
308,梨 花,清,梨花,13,冬雨|履舄|故宫|春望|月|柳|江湖|渔矶|烟|闺感|阁|雨|鼓,依依|故宫|春望|月|清影|灯前|烟|玉树|莺飞|阁|雨|青丝|风雨,柳:1|江湖:1|春望:1|鼓:1|履舄:1|闺感:1|冬雨:1|故宫:1|渔矶:1|烟:1|雨:1|月:1|阁:1,卷一/天文类/冬雨|?/履舄|卷二/宫室类/故宫|卷三/游眺类/春望|卷一/天文类/月|卷四/树木类/柳|?/江湖|卷一/地舆类/渔矶|卷一/天文类/烟|卷二/丽人类/闺感|卷二/宫室类/阁|卷一/天文类/雨|卷三/音乐类/鼓
309,咏池上梨花,南朝齐,梨花,6,冬日牡丹|星|春|春郊|浦|萍,星|春|水间|细草|翻阶|萍,冬日牡丹:1|春郊:1|浦:1|萍:1|春:1|星:1,?/冬日牡丹|卷一/天文类/星|卷一/时令类/春|卷一/地舆类/春郊|卷一/地舆类/浦|卷三/百草类/萍
310,左掖梨花,唐,梨花,3,尘|草|风,草|风|黄莺,尘:1|草:1|风:1,卷一/地舆类/尘|卷三/百草类/草|卷一/天文类/风
311,梨 花,唐,梨花,9,书斋|云|尘|新蝉|春|春暮|残星|裳|送春,云|五更|尘|春|月满|留连|裳|身轻|风花,书斋:1|新蝉:1|残星:1|送春:1|春暮:1|云:1|裳:1|尘:1|春:1,卷二/宫室类/书斋|卷一/天文类/云|卷一/地舆类/尘|卷四/昆虫类/新蝉|卷一/时令类/春|卷一/时令类/春暮|卷一/天文类/残星|卷三/服饰类/裳|卷一/时令类/送春
312,鄂杜郊居,唐,梨花,9,上元|寒食|月|梨花|竹|贺新居|雨|麦|黄葵,一径|寂寞|寒食|来风|梨花|游人|雨|青青|麦,黄葵:1|竹:1|月:1|上元:1|寒食:1|贺新居:1|梨花:1|麦:1|雨:1,卷一/节序类/上元|卷一/节序类/寒食|卷一/天文类/月|卷四/百花类/梨花|卷四/竹木类/竹|卷三/庆吊类/贺新居|卷一/天文类/雨|卷四/百谷类/麦|卷四/百花类/黄葵
313,和孔密州东栏梨花,宋,梨花,9,清明|冬雨|几|城|帐|早春|月影|柳|花,一株|几|城|帐|柳|柳絮|梨花淡白|深青|清明|花,清明:2|早春:1|冬雨:1|月影:1|柳:1|花:1|城:1|帐:1|几:1,卷一/节序类/清明|卷一/天文类/冬雨|卷三/器用类上/几|卷二/宫室类/城|卷三/服饰类/帐|卷一/时令类/早春|卷一/天文类/月影|卷四/树木类/柳|卷四/百花类/花
314,和王拱辰观梨花,宋,梨花,6,天|松径|沙|泉|牡丹|玉,天香|森森|沙|清流|玉|银阙,泉:1|天:1|松径:1|牡丹:1|沙:1|玉:1,卷一/天文类/天|?/松径|卷一/地舆类/沙|卷一/地舆类/泉|卷四/百花类/牡丹|卷三/珍宝类/玉
315,梨 花,宋,梨花,8,雨|七夕|中秋|春|玉|祥云|秋|莺,冷透肌|春|来往|玉|莺|金梭|雨|霏微|青女,雨:2|秋:1|中秋:1|祥云:1|七夕:1|春:1|莺:1|玉:1,卷一/天文类/雨|卷一/节序类/七夕|卷一/节序类/中秋|卷一/时令类/春|卷三/珍宝类/玉|卷一/天文类/祥云|卷一/时令类/秋|卷四/飞禽类/莺
316,梨花二首,宋,梨花,15,冬雨|丽情|云|席|慵粧|新秋|日|春寒|杏花|柳|梦|画梅|画花|秋风|香,一枝|冷香|剪剪|千树|墙头|寒玉|带雨|无言|日|晚风|漠漠|脉脉|萧索|蝴蝶|轻风|香,冬雨:2|画梅:1|新秋:1|慵粧:1|柳:1|梦:1|春寒:1|杏花:1|云:1|席:1|秋风:1|画花:1|丽情:1|日:1|香:1,卷一/天文类/冬雨|卷二/丽人类/丽情|卷一/天文类/云|卷三/器用类上/席|卷二/丽人类/慵粧|卷一/时令类/新秋|卷一/天文类/日|卷一/时令类/春寒|卷四/百花类/杏花|卷四/树木类/柳|卷二/人事类/梦|卷三/书画类/画梅|卷三/书画类/画花|卷一/天文类/秋风|卷三/器用类下/香
317,梨 花,宋,梨花,6,临览友诗|含笑花|寒食雨|梨花|清明|送别,一家|桃李|清明|粉淡|迎风|香清,梨花:1|含笑花:1|临览友诗:1|寒食雨:1|清明:1|送别:1,?/临览友诗|卷四/百花类/含笑花|卷一/节序类/寒食雨|卷四/百花类/梨花|卷一/节序类/清明|卷三/祖饯类/送别
318,宫 词,宋,梨花,8,官|春寒|春色|梨花|石桥|迁居|风|香,官|宫墙|春色|梨花|沉沉|玉栏|风|香,梨花:1|石桥:1|春色:1|春寒:1|迁居:1|风:1|香:1|官:1,?/官|卷一/时令类/春寒|卷一/时令类/春色|卷四/百花类/梨花|卷一/地舆类/石桥|卷二/宫室类/迁居|卷一/天文类/风|卷三/器用类下/香
319,梨 花,宋,梨花,8,候|园|怀友|春风|月|梨花|酒|马,春风|月|杨柳|梨花|相思|酒|长亭|马,春风:1|园:1|候:1|怀友:1|梨花:1|月:1|马:1|酒:1,?/候|卷一/地舆类/园|卷二/师友类/怀友|卷一/天文类/春风|卷一/天文类/月|卷四/百花类/梨花|卷三/饮食类/酒|卷四/走兽类/马
320,梨 花,金,梨花,4,园亭|杏花|海棠|清明,有风|海棠|清明|生香,清明:1|杏花:1|园亭:1|海棠:1,卷二/宫室类/园亭|卷四/百花类/杏花|?/海棠|卷一/节序类/清明
321,梨 花,元,梨花,7,雨|怀友|探春|春|清明|红梅|观,彩云|春|江南|相思|花落|蝴蝶梦|雨|霏霏,雨:2|清明:1|红梅:1|探春:1|怀友:1|观:1|春:1,卷一/天文类/雨|卷二/师友类/怀友|卷一/时令类/探春|卷一/时令类/春|卷一/节序类/清明|卷四/百花类/红梅|卷二/宫室类/观
322,玉楼春,宋,梨花,13,寒食|月|几|含笑花|夜雨|宫阙|梦|江湖|画梅|祥云|裳|象|香,几|夜雨|寂寞|寒食|月|来往|清淡|玉容|秋千|蝴蝶|裳|路雪|重门|香|黄昏,月:2|寒食:2|含笑花:1|画梅:1|梦:1|象:1|祥云:1|江湖:1|宫阙:1|夜雨:1|几:1|香:1|裳:1,卷一/节序类/寒食|卷一/天文类/月|卷三/器用类上/几|卷四/百花类/含笑花|卷一/天文类/夜雨|卷二/宫室类/宫阙|卷二/人事类/梦|?/江湖|卷三/书画类/画梅|卷一/天文类/祥云|卷三/服饰类/裳|卷四/走兽类/象|卷三/器用类下/香
323,玉 兰,明,玉兰,14,玉|天|帘|悲秋|新秋|春日书怀|暮冬|曝日|白牡丹|石洞|蜓|裳|道士|香,玉|仙子|别院|天|晚风|月冷|江梅|空阶|素娥|绰约|羽衣|裳|飞燕|香,玉:2|白牡丹:1|曝日:1|石洞:1|道士:1|蜓:1|悲秋:1|春日书怀:1|新秋:1|帘:1|暮冬:1|天:1|裳:1|香:1,卷三/珍宝类/玉|卷一/天文类/天|卷三/器用类上/帘|卷一/时令类/悲秋|卷一/时令类/新秋|?/春日书怀|卷一/时令类/暮冬|?/曝日|卷四/百花类/白牡丹|卷一/地舆类/石洞|?/蜓|卷三/服饰类/裳|卷二/释老类/道士|卷三/器用类下/香
324,题玉兰,明,玉兰,8,酴醿花|上元|日影|松径|水仙花|玉|裳|高杰,引风|玉|知人|翠条|裳|银花|隔帘|雪香|韵友,酴醿花:2|松径:1|上元:1|水仙花:1|高杰:1|日影:1|玉:1|裳:1,卷四/百花类/酴醿花|卷一/节序类/上元|卷一/天文类/日影|?/松径|卷四/百花类/水仙花|卷三/珍宝类/玉|卷三/服饰类/裳|卷二/人品类/高杰
325,雪中玉兰盛开,清,玉兰,7,冠|山茶花|玉|祥云|花|莲塘|道士,仙女|冠|玉|纷纷|羽衣|花|雪中,山茶花:1|道士:1|莲塘:1|祥云:1|花:1|玉:1|冠:1,卷三/服饰类/冠|卷四/百花类/山茶花|卷三/珍宝类/玉|卷一/天文类/祥云|卷四/百花类/花|卷一/地舆类/莲塘|卷二/释老类/道士
326,大风惜玉兰花,清,玉兰,7,柳|池|烟|石|迁居|重九|风,一杯|年年|柳|池|烟|花白|风,迁居:1|石:1|重九:1|池:1|烟:1|柳:1|风:1,卷四/树木类/柳|卷一/地舆类/池|卷一/天文类/烟|卷一/地舆类/石|卷二/宫室类/迁居|卷一/节序类/重九|卷一/天文类/风
327,东风第一枝,清,玉兰,22,楼|云|俳优|候|方丈|春色|月|月中桂花|槐|残星|水|清明|渔父|玉|蓼花|蜂|蝶|镜|阁|雾|风|飘,楼|一片|亭亭|墙边|枝枝|水|浓艳|玉|玲珑|皎洁|盈盈|盘龙|细雨|花光|蜂|蝶|镜|雅淡|雾|风|风光|飘,楼:2|渔父:1|俳优:1|槐:1|方丈:1|清明:1|月中桂花:1|残星:1|候:1|蓼花:1|月:1|云:1|春色:1|阁:1|风:1|蜂:1|蝶:1|水:1|飘:1|雾:1|玉:1|镜:1,卷二/宫室类/楼|卷一/天文类/云|卷二/人品类/俳优|?/候|卷二/宫室类/方丈|卷一/时令类/春色|卷一/天文类/月|卷四/百花类/月中桂花|卷四/树木类/槐|卷一/天文类/残星|卷一/地舆类/水|卷一/节序类/清明|卷二/人品类/渔父|卷三/珍宝类/玉|卷四/百花类/蓼花|卷四/昆虫类/蜂|卷四/昆虫类/蝶|卷三/器用类上/镜|卷二/宫室类/阁|卷一/天文类/雾|卷一/天文类/风|?/飘
328,月季花,明,月季,9,上元|冬日牡丹|几|台|早梅|月|楼子芍药|江亭|花,几|台|含烟|岸上|月|红苞|花|踏歌|雪里,楼子芍药:1|冬日牡丹:1|早梅:1|上元:1|江亭:1|月:1|花:1|台:1|几:1,卷一/节序类/上元|?/冬日牡丹|卷三/器用类上/几|卷二/宫室类/台|卷四/百花类/早梅|卷一/天文类/月|卷四/百花类/楼子芍药|卷二/宫室类/江亭|卷四/百花类/花
329,腊前月季,宋,月季,10,日|花|冬|寒食雨|春风|木瓜|榴花|笔|翡翠|菱角,日|花|冬|折来|春风|有香|桃李|笔|翡翠|胭脂,花:2|日:2|春风:1|榴花:1|翡翠:1|木瓜:1|寒食雨:1|菱角:1|笔:1|冬:1,卷一/天文类/日|卷四/百花类/花|卷一/时令类/冬|卷一/节序类/寒食雨|卷一/天文类/春风|卷四/百果类/木瓜|卷四/百花类/榴花|卷三/器用类上/笔|卷四/飞禽类/翡翠|卷四/百果类/菱角
