ID,诗名,花名,sxhy_heading,sxhy_raw_words,manual_imagery,共有原词,仅诗学含英原词,仅手工词典,共有词数,sxhy_heading_数,sxhy_raw词数,manual词数
124,善萨蛮,梅花,冬雨|秋日书怀|悲秋|春日,飞花|单衣|衣单|迟迟,恨|暖|梅|花|雪|飞花|香,飞花,单衣|衣单|迟迟,恨|暖|梅|花|雪|香,1,4,4,7
125,菩萨蛮,梅花,春郊|春寒|月|春|风|雨,孤村|和雨|月|春|风|雨,人|台|孤|春|月|杏|桃|雨|雪|风|香,春|月|雨|风,和雨|孤村,人|台|孤|杏|桃|雪|香,4,6,6,11
126,菩萨蛮,梅花,待月|河汉|斜阳|秋兴|天,江上|银河|归舟|夕阳|卷帘|天,夕阳|天|寒|帘|枝|梅|楼|江|河|波|浪|舟|银|雪,夕阳|天,卷帘|归舟|江上|银河,寒|帘|枝|梅|楼|江|河|波|浪|舟|银|雪,2,5,6,14
127,朝中措,梅花,秋色|秋风|沙|月桂|早春|月,幽姿|凄凉|江头|清香|东风|月,东风|冷|凉|孤|少年|幽|恨|月|江|清香,东风|月|清香,凄凉|幽姿|江头,冷|凉|孤|少年|幽|恨|江,3,6,6,10
128,虞美人,梅花,腊|天|江|春|风,梅破|天|江|春|风,台|夜|天涯|少年|平生|春|晓|杯|枝|梅|江南|玉|花|风|香,春|风,天|梅破|江,台|夜|天涯|少年|平生|晓|杯|枝|梅|江南|玉|花|香,2,5,5,15
129,西江月,梅花,春|雾|风|海|云,梨花|雾|风|海|云,云|冰|凤|愁|晓|梨花|海|玉|空|芳|雾|风,云|梨花|海|雾|风,,冰|凤|愁|晓|玉|空|芳,5,5,5,12
130,盐角儿,梅花,溪|探春|残月|风|月,溪|山桃|淡淡|风|月,山|月|桃|溪|花|雪|风|香,月|溪|风,山桃|淡淡,山|桃|花|雪|香,3,5,5,8
131,踏莎行,梅花,冬雨|月|风,梅花|南楼|风|月,人|恨|月|梅|梅花|楼|雪|风,月|梅花|风,南楼,人|恨|梅|楼|雪,3,3,4,8
132,临江仙,梅花,秋雨|山|远山|残星|客中雨|月桂|风|重九|江|腊|春,破晓|缥缈|云间|盈盈|湿征衣|清香|满袖|画堂|江|腊|春,云|人|寒|春|晓|枝|梅|江|泪|清香|玉|花|蜂|蝶,春|江|清香,云间|湿征衣|满袖|画堂|盈盈|破晓|缥缈|腊,云|人|寒|晓|枝|梅|泪|玉|花|蜂|蝶,3,11,11,14
133,临江仙,梅花,春日书怀|月|旱|云|雾|春,庭院|憔悴|南楼|暖风迟日|云|雾|春,云|夜|恨|日|春|暖|杏花|枝|楼|玉|芳|阁|雾|风|香,云|春|雾,南楼|庭院|憔悴|暖风迟日,夜|恨|日|暖|杏花|枝|楼|玉|芳|阁|风|香,3,6,7,15
134,临江仙,梅花,溪|春晴|春郊|假山|流水|冬夜|春|山|云,溪|花心|江村|秀色|流水|月黄昏|春|山|云,云|春|月|枝|根|梅|江|流水|溪|玉|空山|竹|花|雪|黄昏,云|春|流水|溪,山|月黄昏|江村|秀色|花心,月|枝|根|梅|江|玉|空山|竹|花|雪|黄昏,4,9,9,15
135,渔家傲,梅花,冬夜|梅溪|秋色|残星|冬雨|观涨|祥云|远山|天,雪月|梅溪|幽姿|清浅|横斜|菱花|随月|云间|天,云|人|冷|天|幽|月|月色|枝|梅|溪|玉|花|雪|香,天,云间|幽姿|梅溪|横斜|清浅|菱花|随月|雪月,云|人|冷|幽|月|月色|枝|梅|溪|玉|花|雪|香,1,9,9,14
136,孤雁儿,梅花,风|冬日即事|泉声|水|春|雨|地|天,纸帐|断续|萧萧|水|春|风|雨|地|天,人|人间|地|天上|寒|春|枝|梅|水|泪|炉|玉|玉楼|空|笔|笛|箫|藤|雨|风|香,地|春|水|雨|风,天|断续|纸帐|萧萧,人|人间|天上|寒|枝|梅|泪|炉|玉|玉楼|空|笔|笛|箫|藤|香,5,8,9,21
137,江梅引,梅花,云|上元|游山|秋|霞|罗|春|烟|水|天|江,翠袖|倚竹|璧月|冉冉|孤鸿|罗|云|春|烟|水|天|江,云|冰|冷|凉|夜|天|孤鸿|帘|春|暮|月|枝|水|江|浪|烟|玉|竹|霜|香|鸟,云|天|孤鸿|春|水|江|烟,倚竹|冉冉|璧月|罗|翠袖,冰|冷|凉|夜|帘|暮|月|枝|浪|玉|竹|霜|香|鸟,7,11,12,21
138,望 梅,梅花,武夷山|霞|上元|竹溪|春色|水声|江湖|秋日书怀|月|莲塘|春夜|春晓|云|江,画栏|照水|鲛绡|浅浅|春色|风前|暗香|故国|千里|羌笛|半窗|晓月|云|江,云|人|冰|千里|喜|寂|寒|恨|愁|故国|春色|晓|暗香|月|枝|水|江南|玉|珠|羌笛|花|芳|雪|露|风,云|千里|故国|春色|暗香|羌笛,半窗|晓月|江|浅浅|照水|画栏|风前|鲛绡,人|冰|喜|寂|寒|恨|愁|晓|月|枝|水|江南|玉|珠|花|芳|雪|露|风,6,14,14,25
139,最高楼,梅花,地|喜雪|春|寒食雨|天|月|山|水|风,地|棱棱|东君|桃李|天|月|山|水|风,人|冷|地|天|少年|山|月|枝|桃|水|流|竹|花|雪|风|香,地|天|山|月|水|风,东君|桃李|棱棱,人|冷|少年|枝|桃|流|竹|花|雪|香,6,9,9,16
140,汉宫春,梅花,风|松风|暮冬|春|冬|春寒|重九|残星|遇雨|河汉|月桂|溪|月|江|天,潇洒|江梅|东君|雪压|春寒|年年|清浅|故人|冷落|微云淡|清香|溪|月|江|天|风,云|人|冷|塞雁|天|寒|故人|春|月|枝|梅|江|流|清香|溪|燕|玉|空|竹|花|雪|霜|风,天|故人|月|江|清香|溪|风,东君|冷落|年年|微云淡|春寒|江梅|清浅|潇洒|雪压,云|人|冷|塞雁|寒|春|枝|梅|流|燕|玉|空|竹|花|雪|霜,7,15,16,23
141,东风第一枝,梅花,天|泉|春日书怀|春风|夏夜|远山|云|月|烟|江|日,瑶台|凄冷|憔悴|春风|风景|一点|云|月|烟|江|日,云|人|人间|他日|冷|台|孤|愁|春风|月|江|波|流|湖|烟|玉|相思|禽|花|芳|阁|雪|风|香,云|春风|月|江|烟,一点|凄冷|憔悴|日|瑶台|风景,人|人间|他日|冷|台|孤|愁|波|流|湖|玉|相思|禽|花|芳|阁|雪|风|香,5,11,11,24
142,满江红,梅花,溪|苦热|早春|渡|上元|松径|月|日|山|涧|尘,赤日|天寒|南北|傲雪|银烛|风韵|溪|月|日|山|涧|尘,人|冷|天|寒|山|幽|日|暮|月|林|涧|溪|烛|玉|空|竹|谷|金|银|雪|风,山|日|月|涧|溪,傲雪|南北|天寒|尘|赤日|银烛|风韵,人|冷|天|寒|幽|暮|林|烛|玉|空|竹|谷|金|银|雪|风,5,11,12,21
143,花心动,梅花,云|喜雪|霞|早春|武夷山|上元|立冬|残月|春日书怀|莲塘|水|尘|江|烟,一片|千点|雨晴|东风|画栏|翠袖|春信|残月|梦魂|伴人|水|尘|江|烟,东风|人|余香|兰|冷|寒|帘|恨|愁|春|楼|残月|水|江南|泪|灯|烟|空|笛|雨|雪|香,东风|残月|水|烟,一片|伴人|千点|尘|春信|梦魂|江|画栏|翠袖|雨晴,人|余香|兰|冷|寒|帘|恨|愁|春|楼|江南|泪|灯|空|笛|雨|雪|香,4,14,14,22
144,孤 鸾,梅花,春|待月|春风|江湖|残星|秋风|江|星|烟|罗|月|天,春|江上|寒梅|春风|幽香|迢迢|凄凉|江|星|烟|罗|月|天,冷|凉|塞|天|寒|幽香|春|春风|晓|月|枝|梅|江|江南|湖|烟|玉|相思|竹|花|草|雪|霜,天|幽香|春|春风|月|江|烟,凄凉|寒梅|星|江上|罗|迢迢,冷|凉|塞|寒|晓|枝|梅|江南|湖|玉|相思|竹|花|草|雪|霜,7,12,13,23
145,赏南枝,梅花,暮冬|潮|冬日|远山|江湖|山|春,暮冬|天地|岭梅|几点|幽香|山|春,人|冬|南山|地|天|岭|幽香|春|暮|枝|根|梅|玉|花|苦|酒|雪|霜|露,幽香|春,几点|天地|山|岭梅|暮冬,人|冬|南山|地|天|岭|暮|枝|根|梅|玉|花|苦|酒|雪|霜|露,2,7,7,19
146,一尊红,梅花,春|春日|喜雨|竹径|残星|山|溪,泥融|春意|碎月|东君|清浅|春|山|溪,冰|冷|夜|寒|帘|平生|恨|春|暖|月|溪|玉|空|空山|笛|芳|露|香,春|溪,东君|山|春意|泥融|清浅|碎月,冰|冷|夜|寒|帘|平生|恨|暖|月|玉|空|空山|笛|芳|露|香,2,7,8,18
147,暗香,梅花,客中雨|石|江湖|秋暮|春风|春夜|井|探春|冬雨|冬|月|日|江,石|暗香|月色|春风|花香|寂寂|路遥|积翠|携手|片片|冬|月|日|江,人|冬|冷|夜|寂|寒|日|春风|暗香|月|月色|梅|江|湖|玉|疏影|石|竹|笔|笛|花|雪|香,冬|日|春风|暗香|月|月色|江|石,寂寂|携手|片片|积翠|花香|路遥,人|冷|夜|寂|寒|梅|湖|玉|疏影|竹|笔|笛|花|雪|香,8,13,14,23
148,暗香,梅花,莲塘|秋兴|早春|久雨|云|冬雨|春晓|春|日|月|溪|风,绿华|修竹|天寒|苔色|一片|脉脉|露湿|春|日|月|溪|风,修竹|夜|天|寒|帘|日|春|月|枝|根|楼|溪|短亭|笛|露|风|香,修竹|日|春|月|溪|风,一片|天寒|绿华|脉脉|苔色|露湿,夜|天|寒|帘|枝|根|楼|短亭|笛|露|香,6,12,12,17
149,疏 影,梅花,江湖|江|秋兴|假山|春风|残星|云|冬雨|沙|月,江|黄昏|修竹|花幽|春风|盈盈|一片|玉龙|幽香|沙|月,人|修竹|哀|夜|客|幽|幽香|怨|春风|昭君|月|枝|江|江南|沙|波|玉|禽|花|金|黄昏|龙,修竹|幽香|春风|月|江|沙|黄昏,一片|玉龙|盈盈|花幽,人|哀|夜|客|幽|怨|昭君|枝|江南|波|玉|禽|花|金|龙,7,10,11,22
150,疏 影,梅花,石|春寒|早春|祥云|立春|江湖|春夜|风|温泉|月|罗|水,春寒|碧藓|东风|孤云|残雪|黄昏|窗前|故人|翠阴|月|罗|石|水,东风|云|冰|冷|孤|寒|恨|故人|春|月|枝|残雪|水|相思|石|芳|香|黄昏,东风|故人|月|残雪|水|石|黄昏,孤云|春寒|碧藓|窗前|罗|翠阴,云|冰|冷|孤|寒|恨|春|枝|相思|芳|香,7,12,13,18
151,疏 影,梅花,江湖|春夜|水|园|冬雨|残星|月|春色|霞|早春|云|春|海,黄昏|片月|满地|缓步|横斜|明灭|蛾眉|花光|照水|天寒|云|春|海,云|地|夜|天|孤|寒|春|月|枝|水|海|灯|空|竹|花|酒|镜|雪|香|黄昏,云|春|海|黄昏,天寒|明灭|横斜|满地|照水|片月|缓步|花光|蛾眉,地|夜|天|孤|寒|月|枝|水|灯|空|竹|花|酒|镜|雪|香,4,13,13,20
152,扬州慢,梅花,冬雨|江湖|山|夏晓|冬日|曝日|雪意|十六夜月|冬日即事|早春|残星|远山|夏夜|溪|春|霞|天,山|烟沉|雪霁|小桥|竹屋|垂垂|横斜|昨夜|纸帐|幽香|天寒|盈盈|冰花|云间|明月|照窗|溪|春|霞|天,云|人|冰|夜|天|天涯|孤|寒|山|幽香|愁|明月|春|桥|泪|洲|溪|烟|竹|花|雪|霞,天|山|幽香|明月|春|溪|霞,云间|冰花|垂垂|天寒|小桥|昨夜|横斜|烟沉|照窗|盈盈|竹屋|纸帐|雪霁,云|人|冰|夜|天涯|孤|寒|愁|桥|泪|洲|烟|竹|花|雪,7,17,20,22
153,沁园春,梅花,山|虹|沙|渔矶|冬|冬日书怀|石|春|月|云|风|水|江,山|美人|江头|烟雨|岁寒|残角|石|春|月|云|风|水|江,云|喜|孤|寒|山|愁|春|月|枝|水|江|烟雨|珠|石|空山|美人|雪|风|鹤|龙,云|山|春|月|水|江|烟雨|石|美人|风,岁寒|残角|江头,喜|孤|寒|愁|枝|珠|空山|雪|鹤|龙,10,13,13,20
154,沁园春,梅花,山|冬雨|孤峰|待月|早春|莲塘|秋风|天|日|月,山|梅花|孤高|凝望|冷艳|天寒|羌笛|凄凉|天|日|月,书|冷|凉|天|孤|寒山|山|幽|日|暮|月|梅花|玉|空|羌笛|芬|芳|香,天|山|日|月|梅花|羌笛,冷艳|凄凉|凝望|天寒|孤高,书|冷|凉|孤|寒山|幽|暮|玉|空|芬|芳|香,6,10,11,18
155,贺新郎,梅花,春|重九|早春|雪意|夏夜|莲塘|江|云|地|水,陈迹|东风|梦断|月明|苍苔|东君|沧浪|云|地|春|水,东风|云|地|夜|寒|幽|恨|春|月|枝|梅|水|泪|浪|竹|花|露|鹤,东风|云|地|春|水,东君|月明|梦断|沧浪|苍苔|陈迹,夜|寒|幽|恨|月|枝|梅|泪|浪|竹|花|露|鹤,5,10,11,18
156,六州歌头,梅花,江|冬|冬日即事|雪晴|秋兴|立春|上元|春日书怀|江湖|冬雨|探春|山|石|霞|水|云|月|春|风|沙,江|老树|乌帽|骑驴|修竹|残雪|翠袖|梦魂|照影|横斜|寻芳|山|石|霞|水|云|月|春|风|沙,云|人|佳人|修竹|冰|凤|孤|客|寒|山|春|月|枝|残雪|水|江|江南|沙|流|瑟|石|空|花|芳|蜂|谷|酒|锦|霞|风|香,云|修竹|山|春|月|残雪|水|江|沙|石|霞|风,乌帽|寻芳|梦魂|横斜|照影|翠袖|老树|骑驴,人|佳人|冰|凤|孤|客|寒|枝|江南|流|瑟|空|花|芳|蜂|谷|酒|锦|香,12,20,20,31
157,代迎春花招刘郎中,迎春花,寒食雨|园,桃李|园,杏|松|桃|花,,园|桃李,杏|松|桃|花,0,2,2,4
158,刘敞阁前迎春花,迎春花,春寒|春郊|尘|地|园|春,沉沉|花枝|尘|地|园|春,地|春|枝|花,地|春,园|尘|沉沉|花枝,枝|花,2,6,6,4
159,中书东厅迎春,迎春花,早春|清明,春来|百花,寒|春|芬|花|芳|雪,,春来|百花,寒|春|芬|花|芳|雪,0,2,2,6
160,嘲迎春花,迎春花,河汉|月桂|浮山|春寒|春日书怀|风,分明|清香|依旧|春寒|憔悴|风,寒|春|梅|清香|苦|菊|金|风,清香|风,依旧|分明|憔悴|春寒,寒|春|梅|苦|菊|金,2,6,6,8
161,清平乐,迎春花,暮冬|园|祥云|春|江,迎春|红紫|纷纷|春|江,春|枝|江|迎春|金,春|江|迎春,红紫|纷纷,枝|金,3,5,5,5
162,和乐天宴李美周中丞宅池中赏櫻桃花,樱桃花,立夏|沙|月桂|立春|七夕|冬日书怀|天|水|日,樱桃|如雪|清香|初阳|华筵|三年|天|水|日,人|天|客|日|杯|枝|桃|水|清香|芳|酒|雪|露,天|日|水|清香,三年|初阳|华筵|如雪|樱桃,人|客|杯|枝|桃|芳|酒|雪|露,4,9,9,13
163,櫻桃花下有感而作,樱桃花,春日|清明|待月|池,春日|风光|停杯|池,喜|客|日|春|杯|花|风,,停杯|春日|池|风光,喜|客|日|春|杯|花|风,0,4,4,7
164,履信池櫻桃岛上醉后走笔送别舒员外兼寄宗正李卿考功崔郎中,樱桃花,春|立夏|云|日|沙|水|悲秋|苦寒|风|池|地,春|樱桃|日|风吹|满地|千重|悲秋|寒水|故人|池|地|云,云|今朝|叶|地|寒|悲|故人|日|春|枝|桃|樱桃花|水|秋|空|花|风,云|地|故人|日|春,千重|寒水|悲秋|樱桃|池|满地|风吹,今朝|叶|寒|悲|枝|桃|樱桃花|水|秋|空|花|风,5,11,12,17
165,同诸客携酒早看櫻桃花,樱桃花,立夏|春日书怀|冬|待月|春|天,樱桃|携酒|雪压|停杯|春|天,人|天|客|春|晓|杯|枝|桃|花|酒|雪,天|春,停杯|携酒|樱桃|雪压,人|客|晓|杯|枝|桃|花|酒|雪,2,6,6,11
166,二月十五日櫻桃花盛开,樱桃花,春晓|水|夜雨,烟重|春深|夜雨,夜雨|恨|春|晓|晨|烟|莺|蝶|雪|香,夜雨,春深|烟重,恨|春|晓|晨|烟|莺|蝶|雪|香,1,3,3,10
167,和永叔同游上林院后亭见櫻桃花悉已披谢,樱桃花,喜雪|探春|春郊|秋兴|春|日,寻芳|飘英|游蜂|把酒|夕阳|春|日,今日|夕阳|幽|把酒|春|枝|欢|芳|蜂|谷|鸟,夕阳|把酒|春,寻芳|日|游蜂|飘英,今日|幽|枝|欢|芳|蜂|谷|鸟,3,6,7,11
168,酬韩侍郎张博士雨后游曲江见寄,樱桃花,沙|园|雨,江头|园|雨,江|花|雨|马,雨,园|江头,江|花|马,1,3,3,4
169,題东楼前李使君所种樱桃花,樱桃花,立春|云|日|春,栽红|云|日|春,云|人|愁|日|春|楼|花,云|日|春,栽红,人|愁|楼|花,3,4,4,7
170,折枝花赠行,樱桃花,立夏|梅溪|春,樱桃|千株|春,春|林|枝|樱桃花|相思,春,千株|樱桃,林|枝|樱桃花|相思,1,3,3,5
171,和裴仆射看櫻桃花,樱桃花,水声|立夏|残星|日|园,雨后|樱桃|天明|日|园,人|天|昨日|枝|樱桃花|雨,,园|天明|日|樱桃|雨后,人|天|昨日|枝|樱桃花|雨,0,5,5,6
172,山寺看櫻桃花題僧壁,樱桃花,春风|除日立春,春风|腊尽,人|春风|枝|桃|花,春风,腊尽,人|枝|桃|花,1,2,2,5
173,题樱桃,樱桃花,元日|春日书怀|潮|风|日,春初|携酒|玉山|风|日,今日|叶|山|春|玉|花|酒|风,风,携酒|日|春初|玉山,今日|叶|山|春|玉|花|酒,1,5,5,8
174,樱桃树,樱桃花,清明|春郊,花落|游蜂,人|枝|空|花|花开|花落|蜂|蝶|雪,花落,游蜂,人|枝|空|花|花开|蜂|蝶|雪,1,2,2,9
175,买带花樱桃,樱桃花,烟|春,烟|春,恨|春|烟|露,春|烟,,恨|露,2,2,2,4
176,樱桃花,樱桃花,,,寒|暖|梅|玉,,,寒|暖|梅|玉,0,0,0,4
177,樱桃花,樱桃花,竹溪|风,浅浅|风,花开|苦|露|风,风,浅浅,花开|苦|露,1,2,2,4
178,红窗睡,樱桃花,雪意|春郊|虹|风|雨,垂垂|花枝|美人|风|雨,小楼|枝|细雨|美人|花|莺|风|香,美人|风,垂垂|花枝|雨,小楼|枝|细雨|花|莺|香,2,5,5,8
179,折海棠戏赠圣俞,海棠,遇雨|喜雪|旱|不见|春,荒凉|及时|白日|不见|春,人|凉|春|浪|白日|翁|花|苦|草|酒|露,春|白日,不见|及时|荒凉,人|凉|浪|翁|花|苦|草|酒|露,2,5,5,11
180,张园观海棠,海棠,春日|泉|江湖|喜雪|春|园|雨,明媚|走马|黄昏|千点|春|园|雨,人|夜|春|晓|楼|欢|泪|花|酒|锦|雨|马|黄昏,春|雨|黄昏,千点|园|明媚|走马,人|夜|晓|楼|欢|泪|花|酒|锦|马,3,7,7,13
181,寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也,海棠,月|寒食雨|日|上元|虹|旱|春晓|春雨|松径|秋兴|祥云|江|地|山|雾|春|雨|天,桃李|出天|翠袖|晓光|迟日|暖风|有泪|散步|修竹|千里|纷纷|江|地|山|雾|春|雨|月|天,人|佳人|修竹|千里|地|天|天涯|山|幽|日|春|晓|暖|月|林|根|桃|江|泪|流|空|竹|花|苦|草|谷|酒|金|雨|雪|雾|风|鸿,修竹|千里|地|天|山|春|月|江|雨|雾,出天|散步|晓光|暖风|有泪|桃李|纷纷|翠袖|迟日,人|佳人|天涯|幽|日|晓|暖|林|根|桃|泪|流|空|竹|花|苦|草|谷|酒|金|雪|风|鸿,10,18,19,33
182,张园海棠,海棠,立冬|潮|春色|庆云|梅溪|关隘|霞|游春|尘|沙|海|池|风|园|天,春信|天地|花光|庆云|绛雪|西东|锦绣|步障|尘|沙|海|池|风|园|天,云|刀|台|叶|地|天|天上|春|沙|海棠|燕|空|花|蜂|蝶|锦|雪|风,天|沙|风,园|天地|尘|庆云|春信|步障|池|海|绛雪|花光|西东|锦绣,云|刀|台|叶|地|天上|春|海棠|燕|空|花|蜂|蝶|锦|雪,3,15,15,18
183,海棠歌,海棠,海|潮|月|寒食雨|立夏|渔矶|暮冬|秋夜|河|天,海|扁舟|千里|桃李|芍药|风雨|春残|夜寒|千年|天,亭|人|千里|夜|天|寒|扁舟|春|杜鹃|枝|根|桃|海棠|芍药|花|雨|霜|风,千里|天|扁舟|芍药,千年|夜寒|春残|桃李|海|风雨,亭|人|夜|寒|春|杜鹃|枝|根|桃|海棠|花|雨|霜|风,4,10,10,18
184,游海棠西山示赵彦成,海棠,早春|春风|游山|春色|石|江|山|海,东风|吹雨|溪门|春色|石|江|山|海,东风|客|山|岸|春色|江|海棠|溪|滩|石|花|雨,东风|山|春色|江|石,吹雨|海|溪门,客|岸|海棠|溪|滩|花|雨,5,8,8,12
185,海 棠,海棠,春径|春日|尘|春|清明|温泉|河,朱栏|明媚|芳树|东君|风光|翠阴|河,人|怨|枝|河|芳|阁|露|风|香|龙,河,东君|明媚|朱栏|翠阴|芳树|风光,人|怨|枝|芳|阁|露|风|香|龙,1,7,7,10
186,陪粹翁举酒君子亭寧下海棠方开,海棠,雨|春风|天|清明|秋日书怀|日影|地|海,春风|浩浩|游子|霏霏|故国|隔帘|地|雨|海,人|叶|地|帘|故国|春风|暮|海棠|游子|花|酒|雨,地|故国|春风|游子|雨,浩浩|海|隔帘|霏霏,人|叶|帘|暮|海棠|花|酒,5,8,9,12
187,海棠,海棠,秋色|春晴|江湖|清明|夜雨|云|风,幽姿|春晴|野水|清明|夜雨|无心|风,夜雨|幽|春|柳|梅|水|流|清明|野|风|香,夜雨|清明|风,幽姿|无心|春晴|野水,幽|春|柳|梅|水|流|野|香,3,7,7,11
188,夜宴赏海棠醉书,海棠,春寒|天|雨|海,春寒|天|雨|海,夜|天涯|寒|春|欢|泪|海棠|燕|锦|雨,雨,天|春寒|海,夜|天涯|寒|春|欢|泪|海棠|燕|锦,1,4,4,10
189,怀成都海棠,海棠,寒食雨|远水|春径|风|海|月|烟,马上|落日|春光|故人|海|月|烟,故人|春|月|枝|海棠|烟|落日|马,故人|月|烟|落日,春光|海|马上,春|枝|海棠|马,4,7,7,8
190,垂丝海棠,海棠,春|天|清明|探春|寒食雨|日,得一|风光|海棠风|青帝|桃李|日|春,日|春|晓|桃|海棠|玉|风,日|春,得一|桃李|海棠风|青帝|风光,晓|桃|海棠|玉|风,2,6,7,7
191,海 棠(其一),海棠,远水|松风|春色|上元|园|春|烧,落日|树间|花光|银烛|园|春|烧,冰|春|晨|暮|烛|花|落日|酒|银|露,春|落日,园|树间|烧|花光|银烛,冰|晨|暮|烛|花|酒|银|露,2,7,7,10
192,海 棠(其二),海棠,早春|日|春,东风|日|春,东风|人|关|恨|日|春|晓|花,东风|日|春,,人|关|恨|晓|花,3,3,3,8
193,祁阳道中见海棠,海棠,观涨|秋色|陂塘|春晓|江|野|雨|春,叠叠|烟云|绿阴|暖风|江|野|雨|春,春|暖|柳|桂|江|湖|烟云|野|雨|风|香|鹃,春|江|烟云|野|雨,叠叠|暖风|绿阴,暖|柳|桂|湖|风|香|鹃,5,8,8,12
194,咏白海棠,海棠,冬雨|祥云|冬夜|新秋|秋,梅花|一缕|月窟|西风|秋,人|冰|夜|帘|怨|月|梅花|玉|秋|西风,梅花|秋|西风,一缕|月窟,人|冰|夜|帘|怨|月|玉,3,5,5,10
195,垂丝海棠,海棠,冬雨|地|云,脉脉|地|云,云|地,云|地,脉脉,,2,3,3,2
196,海 棠,海棠,雨|早春,点点|东风|雨,东风|金|雨,东风|雨,点点,金,2,2,3,3
197,海 棠,海棠,早春|雾|月|烧,东风|雾|月|烧,东风|夜|月|烛|空|花|雾|香,东风|月|雾,烧,夜|烛|空|花|香,3,4,4,8
198,海棠三首(其一),海棠,雨|海|日,点点|海|日|雨,日|暮|海棠|花|锦|雨,日|雨,海|点点,暮|海棠|花|锦,2,3,4,6
199,海棠三首(其二),海棠,上元|梅雨|喜雪|竹径|春|罗,翠袖|一番|园林|无尘|春|罗,春|林,春,一番|园林|无尘|罗|翠袖,林,1,6,6,2
200,海棠三首(其三),海棠,春日|春郊|祥云|早春|海,春日|游蜂|来往|东风|海,东风|人|日|春|晓|海棠|燕|蜂,东风,春日|来往|海|游蜂,人|日|春|晓|海棠|燕|蜂,1,5,5,8
201,海 棠,海棠,日|春寒|月|风|园|海|雨,日|春寒|月|风|园|海|雨,寒|日|春|月|海棠|细雨|风,日|月|风,园|春寒|海|雨,寒|春|海棠|细雨,3,7,7,7
202,赏海棠三绝,海棠,除夜|皓彩|清明|秋声|春色|夏夜|春|海|月|风,岁华|灯烛|花影|风光|倚栏|花光|月光|春|海|月|风,夜|寒|春|暖|月|月光|海棠|灯|烛|花|芳|露|风,春|月|月光|风,倚栏|岁华|海|灯烛|花光|花影|风光,夜|寒|暖|海棠|灯|烛|花|芳|露,4,10,11,13
203,闻石湖海棠盛开亟携家过之,海棠,风|早春|送春|云|莲塘|春径|夏日途中,东风|花信|留连|一片|苍苔|春光|红云|风,东风|云|人|春|花|蜂|蝶|锦|风,东风|风,一片|春光|留连|红云|花信|苍苔,云|人|春|花|蜂|蝶|锦,2,7,8,9
204,花时遍游诸家园,海棠,春阴|风|日|海,春阴|风|日|海,夜|日|春|海棠|花|芳|风,日|风,春阴|海,夜|春|海棠|花|芳,2,4,4,7
205,海 棠,海棠,候|水声,地名|古今,人|地|恨|林|枝|花|香,,古今|地名,人|地|恨|林|枝|花|香,0,2,2,7
206,题苦竹寺海棠洞,海棠,上元|游春|风,翠袖|步障|风,风,风,步障|翠袖,,1,3,3,1
207,海棠三首(其一),海棠,春径|衡山|石|海,夹路|芙蓉|石|海,海棠|石|芙蓉|花,石|芙蓉,夹路|海,海棠|花,2,4,4,4
208,海棠三首(其二),海棠,河汉|罗|山|溪|野,分明|罗|山|溪|野,山|溪|芳|野|金,山|溪|野,分明|罗,芳|金,3,5,5,5
